Date;Receipt number;Receipt type;Total collected;Payment type;Store
15/12/2020 19.12;15-32635;Sale;2000000;Cash;Crisbar Jatinangor
15/12/2020 19.09;4-42391;Sale;5500000;GO FOOD;Crisbar Cisitu
15/12/2020 19.09;33-15953;Sale;3900000;Cash;Crisbar Unjani
15/12/2020 19.08;29-7354;Sale;2850000;GRAB FOOD;Crisbar Sukajadi
15/12/2020 19.08;27-8057;Sale;3391500;GRAB FOOD;Crisbar Antapani
15/12/2020 19.08;15-32634;Sale;2200000;GO FOOD;Crisbar Jatinangor
15/12/2020 19.07;19-38909;Sale;2050000;Cash;Crisbar Sukapura
15/12/2020 19.05;43-1947;Sale;3280000;GO FOOD;Crisbar Unjani
15/12/2020 19.05;4-42390;Sale;2400000;Cash;Crisbar Cisitu
15/12/2020 19.05;23-14721;Sale;4400000;GRAB FOOD;Crisbar Sukabirus
15/12/2020 19.04;4-42389;Sale;2000000;Cash;Crisbar Cisitu
15/12/2020 19.03;4-42388;Sale;2500000;Cash;Crisbar Cisitu
15/12/2020 19.02;19-38908;Sale;1750000;Cash;Crisbar Sukapura
15/12/2020 19.02;4-42387;Sale;1850000;GO FOOD;Crisbar Cisitu
15/12/2020 19.01;38-5323;Sale;2800000;GOPAY;Crisbar Metro Margahayu
15/12/2020 18.59;27-8056;Sale;4683500;GRAB FOOD;Crisbar Antapani
15/12/2020 18.59;19-38907;Sale;2750000;GO FOOD;Crisbar Sukapura
15/12/2020 18.59;15-32633;Sale;2100000;GO FOOD;Crisbar Jatinangor
15/12/2020 18.58;43-1946;Sale;3000000;GO FOOD;Crisbar Unjani
15/12/2020 18.58;38-5322;Sale;1550000;SHOPEE PAY;Crisbar Metro Margahayu
15/12/2020 18.53;36-5759;Sale;6015900;GRAB FOOD;Crisbar Metro Margahayu
15/12/2020 18.53;23-14720;Sale;3000000;GRAB FOOD;Crisbar Sukabirus
15/12/2020 18.52;15-32632;Sale;8034600;GRAB FOOD;Crisbar Jatinangor
15/12/2020 18.51;38-5321;Sale;6000000;Cash;Crisbar Metro Margahayu
15/12/2020 18.51;4-42386;Sale;2400000;Cash;Crisbar Cisitu
15/12/2020 18.50;4-42385;Sale;1800000;Cash;Crisbar Cisitu
15/12/2020 18.49;4-42384;Sale;2100000;Cash;Crisbar Cisitu
15/12/2020 18.49;19-38906;Sale;2050000;Cash;Crisbar Sukapura
15/12/2020 18.48;4-42383;Sale;4764200;GRAB FOOD;Crisbar Cisitu
15/12/2020 18.47;15-32631;Sale;5900000;GRAB FOOD;Crisbar Jatinangor
15/12/2020 18.46;38-5320;Sale;2050000;SHOPEE PAY;Crisbar Metro Margahayu
15/12/2020 18.45;15-32630;Sale;4400000;Cash;Crisbar Jatinangor
15/12/2020 18.42;43-1945;Sale;1350000;Cash;Crisbar Unjani
15/12/2020 18.42;4-42382;Sale;3430000;GO FOOD;Crisbar Cisitu
15/12/2020 18.41;43-1944;Sale;3350000;GRAB FOOD;Crisbar Unjani
15/12/2020 18.40;36-5758;Sale;4118200;GRAB FOOD;Crisbar Metro Margahayu
15/12/2020 18.37;43-1943;Sale;25350000;GO FOOD;Crisbar Unjani
15/12/2020 18.36;4-42381;Sale;3714500;GRAB FOOD;Crisbar Cisitu
15/12/2020 18.35;43-1942;Sale;3200000;GRAB FOOD;Crisbar Unjani
15/12/2020 18.33;29-7353;Sale;3900000;GRAB FOOD;Crisbar Sukajadi
15/12/2020 18.32;19-38905;Sale;1950000;Cash;Crisbar Sukapura
15/12/2020 18.31;33-15952;Sale;0;Cash;Crisbar Unjani
15/12/2020 18.30;33-15951;Sale;0;Cash;Crisbar Unjani
15/12/2020 18.29;33-15950;Sale;0;Cash;Crisbar Unjani
15/12/2020 18.28;15-32629;Sale;9450000;GO FOOD;Crisbar Jatinangor
15/12/2020 18.28;43-1941;Sale;7590500;GRAB FOOD;Crisbar Unjani
15/12/2020 18.27;4-42380;Sale;2400000;GO FOOD;Crisbar Cisitu
15/12/2020 18.26;15-32628;Sale;1900000;Cash;Crisbar Jatinangor
15/12/2020 18.25;33-15949;Sale;4150000;Cash;Crisbar Unjani
15/12/2020 18.24;23-14719;Sale;2350000;Cash;Crisbar Sukabirus
15/12/2020 18.22;4-42379;Sale;7850000;GRAB FOOD;Crisbar Cisitu
15/12/2020 18.22;36-5757;Sale;10400000;GRAB FOOD;Crisbar Metro Margahayu
15/12/2020 18.22;15-32627;Sale;2300000;Cash;Crisbar Jatinangor
15/12/2020 18.21;43-1940;Sale;3750000;GRAB FOOD;Crisbar Unjani
15/12/2020 18.21;15-32626;Sale;2300000;Cash;Crisbar Jatinangor
15/12/2020 18.20;29-7352;Sale;2400000;GRAB FOOD;Crisbar Sukajadi
15/12/2020 18.19;4-42378;Sale;3800000;Cash;Crisbar Cisitu
15/12/2020 18.18;15-32625;Sale;2300000;Cash;Crisbar Jatinangor
15/12/2020 18.18;4-42377;Sale;4764200;GRAB FOOD;Crisbar Cisitu
15/12/2020 18.16;4-42376;Sale;4000000;Cash;Crisbar Cisitu
15/12/2020 18.14;38-5319;Sale;2300000;OVO;Crisbar Metro Margahayu
15/12/2020 18.13;4-42375;Sale;4000000;Cash;Crisbar Cisitu
15/12/2020 18.11;4-42374;Sale;5630000;GO FOOD;Crisbar Cisitu
15/12/2020 18.10;36-5756;Sale;4000000;GO FOOD;Crisbar Metro Margahayu
15/12/2020 18.09;4-42373;Sale;1950000;Cash;Crisbar Cisitu
15/12/2020 18.08;4-42372;Sale;1700000;Cash;Crisbar Cisitu
15/12/2020 18.08;33-15948;Sale;5300000;Cash;Crisbar Unjani
15/12/2020 18.08;4-42371;Sale;2000000;Cash;Crisbar Cisitu
15/12/2020 18.07;19-38904;Sale;4764200;GRAB FOOD;Crisbar Sukapura
15/12/2020 18.07;4-42370;Sale;2200000;Cash;Crisbar Cisitu
15/12/2020 18.06;43-1939;Sale;4080000;GO FOOD;Crisbar Unjani
15/12/2020 18.06;36-5755;Sale;3230000;GRAB FOOD;Crisbar Metro Margahayu
15/12/2020 18.06;33-15947;Sale;1900000;Cash;Crisbar Unjani
15/12/2020 18.04;33-15946;Sale;3800000;Cash;Crisbar Unjani
15/12/2020 18.03;43-1938;Sale;3633700;GRAB FOOD;Crisbar Unjani
15/12/2020 17.56;23-14718;Sale;3633700;GRAB FOOD;Crisbar Sukabirus
15/12/2020 17.55;15-32624;Sale;3200000;GO FOOD;Crisbar Jatinangor
15/12/2020 17.55;19-38903;Sale;3876000;GRAB FOOD;Crisbar Sukapura
15/12/2020 17.53;19-38902;Sale;3100000;GO FOOD;Crisbar Sukapura
15/12/2020 17.50;43-1937;Sale;6015900;GRAB FOOD;Crisbar Unjani
15/12/2020 17.48;38-5318;Sale;5650000;Cash;Crisbar Metro Margahayu
15/12/2020 17.48;43-1936;Sale;3391500;GRAB FOOD;Crisbar Unjani
15/12/2020 17.46;38-5317;Sale;3800000;Cash;Crisbar Metro Margahayu
15/12/2020 17.46;33-15945;Sale;4550000;Cash;Crisbar Unjani
15/12/2020 17.46;23-14717;Sale;1850000;Cash;Crisbar Sukabirus
15/12/2020 17.44;38-5316;Sale;3600000;Cash;Crisbar Metro Margahayu
15/12/2020 17.44;36-5754;Sale;3674100;GRAB FOOD;Crisbar Metro Margahayu
15/12/2020 17.44;15-32623;Sale;3230000;GRAB FOOD;Crisbar Jatinangor
15/12/2020 17.43;4-42369;Sale;4600000;Cash;Crisbar Cisitu
15/12/2020 17.42;43-1935;Sale;1600000;GRAB FOOD;Crisbar Unjani
15/12/2020 17.42;4-42368;Sale;1900000;GOPAY;Crisbar Cisitu
15/12/2020 17.41;38-5315;Sale;2250000;Cash;Crisbar Metro Margahayu
15/12/2020 17.39;4-42367;Sale;1700000;Cash;Crisbar Cisitu
15/12/2020 17.39;38-5314;Sale;2350000;Cash;Crisbar Metro Margahayu
15/12/2020 17.37;29-7351;Sale;3300000;GO FOOD;Crisbar Sukajadi
15/12/2020 17.37;4-42366;Sale;1950000;Cash;Crisbar Cisitu
15/12/2020 17.36;4-42365;Sale;4850000;GRAB FOOD;Crisbar Cisitu
15/12/2020 17.35;43-1934;Sale;3000000;GO FOOD;Crisbar Unjani
15/12/2020 17.35;29-7350;Sale;5571700;GRAB FOOD;Crisbar Sukajadi
15/12/2020 17.35;38-5313;Sale;1650000;Cash;Crisbar Metro Margahayu
15/12/2020 17.34;27-8055;Sale;4764200;GRAB FOOD;Crisbar Antapani
15/12/2020 17.34;19-38901;Sale;3700000;Cash;Crisbar Sukapura
15/12/2020 17.33;19-38900;Sale;3900000;Cash;Crisbar Sukapura
15/12/2020 17.33;43-1933;Sale;9000000;GRAB FOOD;Crisbar Unjani
15/12/2020 17.30;15-32622;Sale;2000000;Cash;Crisbar Jatinangor
15/12/2020 17.29;38-5312;Sale;4100000;SHOPEE PAY;Crisbar Metro Margahayu
15/12/2020 17.29;33-15944;Sale;4300000;Cash;Crisbar Unjani
15/12/2020 17.28;4-42364;Sale;6650000;Cash;Crisbar Cisitu
15/12/2020 17.24;4-42363;Sale;3300000;GO FOOD;Crisbar Cisitu
15/12/2020 17.23;27-8054;Sale;0;Cash;Crisbar Antapani
15/12/2020 17.23;33-15943;Sale;1550000;Cash;Crisbar Unjani
15/12/2020 17.22;36-5753;Sale;3480000;GO FOOD;Crisbar Metro Margahayu
15/12/2020 17.22;33-15942;Sale;1950000;Cash;Crisbar Unjani
15/12/2020 17.22;38-5311;Sale;2050000;Cash;Crisbar Metro Margahayu
15/12/2020 17.21;43-1932;Sale;3680000;GO FOOD;Crisbar Unjani
15/12/2020 17.20;43-1931;Sale;3280000;GO FOOD;Crisbar Unjani
15/12/2020 17.20;15-32621;Sale;7450000;GRAB FOOD;Crisbar Jatinangor
15/12/2020 17.19;23-14716;Sale;1350000;Cash;Crisbar Sukabirus
15/12/2020 17.16;4-42362;Sale;1850000;GO FOOD;Crisbar Cisitu
15/12/2020 17.14;4-42361;Sale;1000000;Cash;Crisbar Cisitu
15/12/2020 17.14;43-1930;Sale;2450000;GO FOOD;Crisbar Unjani
15/12/2020 17.12;4-42360;Sale;1300000;Cash;Crisbar Cisitu
15/12/2020 17.11;4-42359;Sale;800000;Cash;Crisbar Cisitu
15/12/2020 17.10;4-42358;Sale;300000;Cash;Crisbar Cisitu
15/12/2020 17.07;4-42357;Sale;4764200;GRAB FOOD;Crisbar Cisitu
15/12/2020 17.05;15-32620;Sale;1800000;Cash;Crisbar Jatinangor
15/12/2020 17.05;15-32619;Sale;1900000;Cash;Crisbar Jatinangor
15/12/2020 17.05;33-15941;Sale;2700000;Cash;Crisbar Unjani
15/12/2020 17.04;4-42356;Sale;3553000;GRAB FOOD;Crisbar Cisitu
15/12/2020 17.04;19-38899;Sale;2250000;GO FOOD;Crisbar Sukapura
15/12/2020 17.03;33-15940;Sale;2300000;Cash;Crisbar Unjani
15/12/2020 17.02;4-42355;Sale;3300000;GO FOOD;Crisbar Cisitu
15/12/2020 17.01;4-42354;Sale;3400000;GO FOOD;Crisbar Cisitu
15/12/2020 16.59;19-38898;Sale;3350000;GO FOOD;Crisbar Sukapura
15/12/2020 16.58;36-5752;Sale;4037500;GRAB FOOD;Crisbar Metro Margahayu
15/12/2020 16.57;33-15939;Sale;2700000;Cash;Crisbar Unjani
15/12/2020 16.57;4-42353;Sale;5692900;GRAB FOOD;Crisbar Cisitu
15/12/2020 16.57;27-8053;Sale;5200000;GRAB FOOD;Crisbar Antapani
15/12/2020 16.57;29-7349;Sale;4764200;GRAB FOOD;Crisbar Sukajadi
15/12/2020 16.56;19-38897;Sale;6015900;GRAB FOOD;Crisbar Sukapura
15/12/2020 16.56;36-5751;Sale;5900000;GRAB FOOD;Crisbar Metro Margahayu
15/12/2020 16.55;4-42352;Sale;1000000;Cash;Crisbar Cisitu
15/12/2020 16.55;29-7348;Sale;6300000;GRAB FOOD;Crisbar Sukajadi
15/12/2020 16.55;33-15938;Sale;1650000;Cash;Crisbar Unjani
15/12/2020 16.54;15-32618;Sale;1850000;Cash;Crisbar Jatinangor
15/12/2020 16.53;15-32617;Sale;1750000;Cash;Crisbar Jatinangor
15/12/2020 16.49;38-5310;Sale;0;Cash;Crisbar Metro Margahayu
15/12/2020 16.49;27-8052;Sale;2300000;GO FOOD;Crisbar Antapani
15/12/2020 16.49;38-5309;Sale;0;Cash;Crisbar Metro Margahayu
15/12/2020 16.48;15-32616;Sale;400000;Cash;Crisbar Jatinangor
15/12/2020 16.46;38-5308;Sale;2600000;Cash;Crisbar Metro Margahayu
15/12/2020 16.45;33-15937;Sale;4597500;Cash;Crisbar Unjani
15/12/2020 16.45;43-1929;Sale;6000000;GO FOOD;Crisbar Unjani
15/12/2020 16.44;43-1928;Sale;3714500;GRAB FOOD;Crisbar Unjani
15/12/2020 16.32;29-7347;Sale;4000000;GO FOOD;Crisbar Sukajadi
15/12/2020 16.32;15-32615;Sale;4000000;GO FOOD;Crisbar Jatinangor
15/12/2020 16.24;15-32614;Sale;3380000;GO FOOD;Crisbar Jatinangor
15/12/2020 16.23;23-14715;Sale;1550000;Cash;Crisbar Sukabirus
15/12/2020 16.21;43-1927;Sale;4118200;GRAB FOOD;Crisbar Unjani
15/12/2020 16.21;4-42351;Sale;3000000;GRAB FOOD;Crisbar Cisitu
15/12/2020 16.20;23-14714;Sale;3850000;GO FOOD;Crisbar Sukabirus
15/12/2020 16.19;4-42350;Sale;4550000;Cash;Crisbar Cisitu
15/12/2020 16.19;43-1926;Sale;5168000;GRAB FOOD;Crisbar Unjani
15/12/2020 16.18;33-15936;Sale;4400000;SHOPEE PAY;Crisbar Unjani
15/12/2020 16.15;33-15935;Sale;3800000;Cash;Crisbar Unjani
15/12/2020 16.13;33-15934;Sale;1950000;Cash;Crisbar Unjani
15/12/2020 16.12;4-42349;Sale;7950000;GRAB FOOD;Crisbar Cisitu
15/12/2020 16.11;15-32613;Sale;3835600;GRAB FOOD;Crisbar Jatinangor
15/12/2020 16.10;19-38896;Sale;3230000;GRAB FOOD;Crisbar Sukapura
15/12/2020 16.06;33-15933;Sale;1350000;Cash;Crisbar Unjani
15/12/2020 16.06;15-32612;Sale;1900000;Cash;Crisbar Jatinangor
15/12/2020 16.04;43-1925;Sale;10400000;GRAB FOOD;Crisbar Unjani
15/12/2020 16.01;23-14713;Sale;6600000;GO FOOD;Crisbar Sukabirus
15/12/2020 15.59;33-15932;Sale;1350000;Cash;Crisbar Unjani
15/12/2020 15.59;4-42348;Sale;3600000;SHOPEE PAY;Crisbar Cisitu
15/12/2020 15.57;4-42347;Sale;3600000;GRAB FOOD;Crisbar Cisitu
15/12/2020 15.53;4-42346;Sale;3600000;GO FOOD;Crisbar Cisitu
15/12/2020 15.49;23-14712;Sale;3270400;GRAB FOOD;Crisbar Sukabirus
15/12/2020 15.39;4-42345;Sale;800000;Cash;Crisbar Cisitu
15/12/2020 15.38;29-7346;Sale;4764200;GRAB FOOD;Crisbar Sukajadi
15/12/2020 15.37;33-15931;Sale;2200000;Cash;Crisbar Unjani
15/12/2020 15.37;4-42344;Sale;3391500;GRAB FOOD;Crisbar Cisitu
15/12/2020 15.36;19-38895;Sale;1700000;Cash;Crisbar Sukapura
15/12/2020 15.36;43-1924;Sale;6000000;GO FOOD;Crisbar Unjani
15/12/2020 15.36;15-32611;Sale;400000;Cash;Crisbar Jatinangor
15/12/2020 15.35;19-38894;Sale;2300000;Cash;Crisbar Sukapura
15/12/2020 15.33;15-32610;Sale;3000000;GO FOOD;Crisbar Jatinangor
15/12/2020 15.29;38-5307;Sale;7900000;Cash;Crisbar Metro Margahayu
15/12/2020 15.27;4-42343;Sale;6800000;GO FOOD;Crisbar Cisitu
15/12/2020 15.25;33-15930;Sale;2150000;Cash;Crisbar Unjani
15/12/2020 15.24;4-42342;Sale;3230000;GRAB FOOD;Crisbar Cisitu
15/12/2020 15.23;33-15929;Sale;1350000;Cash;Crisbar Unjani
15/12/2020 15.22;33-15928;Sale;2050000;Cash;Crisbar Unjani
15/12/2020 15.20;15-32609;Sale;2300000;GO FOOD;Crisbar Jatinangor
15/12/2020 15.20;29-7345;Sale;6200000;GO FOOD;Crisbar Sukajadi
15/12/2020 15.18;33-15927;Sale;4000000;Cash;Crisbar Unjani
15/12/2020 15.15;43-1923;Sale;3795200;GRAB FOOD;Crisbar Unjani
15/12/2020 15.13;29-7344;Sale;9450000;GRAB FOOD;Crisbar Sukajadi
15/12/2020 15.12;36-5750;Sale;7750000;GO FOOD;Crisbar Metro Margahayu
15/12/2020 15.12;4-42341;Sale;1800000;Cash;Crisbar Cisitu
15/12/2020 15.10;33-15926;Sale;1650000;Cash;Crisbar Unjani
15/12/2020 15.08;33-15925;Sale;4050000;Cash;Crisbar Unjani
15/12/2020 15.07;38-5306;Sale;4100000;Cash;Crisbar Metro Margahayu
15/12/2020 15.04;15-32608;Sale;2200000;GRAB FOOD;Crisbar Jatinangor
15/12/2020 15.00;29-7343;Sale;0;Cash;Crisbar Sukajadi
15/12/2020 14.57;29-7342;Sale;3633700;GRAB FOOD;Crisbar Sukajadi
15/12/2020 14.55;4-42340;Sale;2000000;Cash;Crisbar Cisitu
15/12/2020 14.54;4-42339;Sale;2250000;Cash;Crisbar Cisitu
15/12/2020 14.54;15-32607;Sale;2200000;GRAB FOOD;Crisbar Jatinangor
15/12/2020 14.53;33-15924;Sale;1450000;Cash;Crisbar Unjani
15/12/2020 14.53;4-42338;Sale;1800000;Cash;Crisbar Cisitu
15/12/2020 14.52;4-42337;Sale;500000;Cash;Crisbar Cisitu
15/12/2020 14.51;4-42336;Sale;2400000;Cash;Crisbar Cisitu
15/12/2020 14.51;38-5305;Sale;4550000;Cash;Crisbar Metro Margahayu
15/12/2020 14.50;4-42335;Sale;2300000;Cash;Crisbar Cisitu
15/12/2020 14.48;4-42334;Sale;2300000;Cash;Crisbar Cisitu
15/12/2020 14.47;27-8051;Sale;2550000;GO FOOD;Crisbar Antapani
15/12/2020 14.47;4-42333;Sale;4400000;GO FOOD;Crisbar Cisitu
15/12/2020 14.45;4-42332;Sale;4000000;OVO;Crisbar Cisitu
15/12/2020 14.43;4-42331;Sale;2400000;Cash;Crisbar Cisitu
15/12/2020 14.43;38-5304;Sale;4600000;Cash;Crisbar Metro Margahayu
15/12/2020 14.42;23-14711;Sale;2800000;Cash;Crisbar Sukabirus
15/12/2020 14.42;36-5749;Sale;6650000;GO FOOD;Crisbar Metro Margahayu
15/12/2020 14.40;4-42330;Sale;4000000;Cash;Crisbar Cisitu
15/12/2020 14.39;4-42329;Sale;4330000;GO FOOD;Crisbar Cisitu
15/12/2020 14.38;15-32606;Sale;2050000;Cash;Crisbar Jatinangor
15/12/2020 14.38;33-15923;Sale;1350000;Cash;Crisbar Unjani
15/12/2020 14.37;4-42328;Sale;3900000;Cash;Crisbar Cisitu
15/12/2020 14.36;4-42327;Sale;2400000;GO FOOD;Crisbar Cisitu
15/12/2020 14.35;4-42326;Sale;2000000;Cash;Crisbar Cisitu
15/12/2020 14.34;4-42325;Sale;2450000;Cash;Crisbar Cisitu
15/12/2020 14.32;38-5303;Sale;2100000;Cash;Crisbar Metro Margahayu
15/12/2020 14.31;4-42324;Sale;1700000;Cash;Crisbar Cisitu
15/12/2020 14.31;38-5302;Sale;5550000;Cash;Crisbar Metro Margahayu
15/12/2020 14.31;33-15922;Sale;2700000;Cash;Crisbar Unjani
15/12/2020 14.30;27-8050;Sale;2350000;GRAB FOOD;Crisbar Antapani
15/12/2020 14.30;4-42323;Sale;1700000;Cash;Crisbar Cisitu
15/12/2020 14.28;4-42322;Sale;2700000;GO FOOD;Crisbar Cisitu
15/12/2020 14.28;15-32605;Sale;3900000;Cash;Crisbar Jatinangor
15/12/2020 14.26;4-42321;Sale;1900000;Cash;Crisbar Cisitu
15/12/2020 14.25;36-5748;Sale;6015900;GRAB FOOD;Crisbar Metro Margahayu
15/12/2020 14.25;4-42320;Sale;2950000;GRAB FOOD;Crisbar Cisitu
15/12/2020 14.24;38-5301;Sale;2050000;Cash;Crisbar Metro Margahayu
15/12/2020 14.24;33-15921;Sale;1850000;Cash;Crisbar Unjani
15/12/2020 14.23;36-5747;Refund;-6015900;GOPAY;Crisbar Metro Margahayu
15/12/2020 14.21;29-7341;Sale;3230000;GRAB FOOD;Crisbar Sukajadi
15/12/2020 14.21;33-15920;Sale;2700000;Cash;Crisbar Unjani
15/12/2020 14.20;4-42319;Sale;800000;Cash;Crisbar Cisitu
15/12/2020 14.19;36-5746;Refund;-2250000;GO FOOD;Crisbar Metro Margahayu
15/12/2020 14.18;36-5745;Refund;-1800000;GO FOOD;Crisbar Metro Margahayu
15/12/2020 14.16;36-5744;Sale;1800000;GRAB FOOD;Crisbar Metro Margahayu
15/12/2020 14.16;43-1922;Sale;4100000;GRAB FOOD;Crisbar Unjani
15/12/2020 14.14;43-1921;Sale;4700000;GRAB FOOD;Crisbar Unjani
15/12/2020 14.13;27-8049;Sale;2650000;GRAB FOOD;Crisbar Antapani
15/12/2020 14.13;38-5300;Sale;3900000;Cash;Crisbar Metro Margahayu
15/12/2020 14.11;4-42318;Sale;3310700;GRAB FOOD;Crisbar Cisitu
15/12/2020 14.09;19-38893;Sale;2250000;GO FOOD;Crisbar Sukapura
15/12/2020 14.09;4-42317;Sale;3714500;GRAB FOOD;Crisbar Cisitu
15/12/2020 14.08;38-5299;Sale;2500000;Cash;Crisbar Metro Margahayu
15/12/2020 14.08;23-14710;Sale;2050000;Cash;Crisbar Sukabirus
15/12/2020 14.07;19-38892;Sale;2350000;Cash;Crisbar Sukapura
15/12/2020 14.06;36-5743;Sale;2700000;GO FOOD;Crisbar Metro Margahayu
15/12/2020 14.06;36-5742;Sale;11750000;GRAB FOOD;Crisbar Metro Margahayu
15/12/2020 14.04;36-5741;Sale;2250000;GO FOOD;Crisbar Metro Margahayu
15/12/2020 14.03;33-15919;Sale;2050000;Cash;Crisbar Unjani
15/12/2020 14.03;27-8048;Sale;2700000;Cash;Crisbar Antapani
15/12/2020 14.01;36-5740;Sale;3391500;GRAB FOOD;Crisbar Metro Margahayu
15/12/2020 14.00;23-14709;Sale;4300000;Cash;Crisbar Sukabirus
15/12/2020 13.59;36-5739;Sale;1800000;GO FOOD;Crisbar Metro Margahayu
15/12/2020 13.59;33-15918;Sale;200000;Cash;Crisbar Unjani
15/12/2020 13.58;33-15917;Sale;4200000;Cash;Crisbar Unjani
15/12/2020 13.57;4-42316;Sale;1200000;Cash;Crisbar Cisitu
15/12/2020 13.56;33-15916;Sale;1650000;Cash;Crisbar Unjani
15/12/2020 13.56;15-32604;Sale;4100000;Cash;Crisbar Jatinangor
15/12/2020 13.55;15-32603;Sale;2000000;GO FOOD;Crisbar Jatinangor
15/12/2020 13.54;33-15915;Sale;3600000;Cash;Crisbar Unjani
15/12/2020 13.53;4-42315;Sale;5329500;GRAB FOOD;Crisbar Cisitu
15/12/2020 13.53;27-8047;Sale;2500000;GRAB FOOD;Crisbar Antapani
15/12/2020 13.52;4-42314;Sale;1300000;Cash;Crisbar Cisitu
15/12/2020 13.50;4-42313;Sale;3280000;GO FOOD;Crisbar Cisitu
15/12/2020 13.49;43-1920;Sale;2000000;GO FOOD;Crisbar Unjani
15/12/2020 13.49;4-42312;Sale;1800000;Cash;Crisbar Cisitu
15/12/2020 13.48;4-42311;Sale;2650000;GO FOOD;Crisbar Cisitu
15/12/2020 13.47;4-42310;Sale;2000000;Cash;Crisbar Cisitu
15/12/2020 13.46;4-42309;Sale;4200000;Cash;Crisbar Cisitu
15/12/2020 13.44;38-5298;Sale;6097500;Cash;Crisbar Metro Margahayu
15/12/2020 13.44;4-42308;Sale;3300000;GO FOOD;Crisbar Cisitu
15/12/2020 13.43;27-8046;Sale;1950000;Cash;Crisbar Antapani
15/12/2020 13.43;4-42307;Sale;2400000;Cash;Crisbar Cisitu
15/12/2020 13.42;15-32602;Sale;1900000;Cash;Crisbar Jatinangor
15/12/2020 13.41;4-42306;Sale;2000000;Cash;Crisbar Cisitu
15/12/2020 13.40;4-42305;Sale;2900000;GRAB FOOD;Crisbar Cisitu
15/12/2020 13.39;36-5738;Sale;4350000;GO FOOD;Crisbar Metro Margahayu
15/12/2020 13.38;19-38891;Refund;-2400000;GOPAY;Crisbar Sukapura
15/12/2020 13.38;4-42304;Sale;2000000;Cash;Crisbar Cisitu
15/12/2020 13.37;19-38890;Sale;2400000;GRAB FOOD;Crisbar Sukapura
15/12/2020 13.37;19-38889;Sale;2400000;GOPAY;Crisbar Sukapura
15/12/2020 13.36;15-32601;Sale;3391500;GRAB FOOD;Crisbar Jatinangor
15/12/2020 13.36;23-14708;Sale;1750000;Cash;Crisbar Sukabirus
15/12/2020 13.36;33-15914;Sale;5400000;Cash;Crisbar Unjani
15/12/2020 13.35;43-1919;Sale;8050000;GRAB FOOD;Crisbar Unjani
15/12/2020 13.34;36-5737;Sale;4000000;GO FOOD;Crisbar Metro Margahayu
15/12/2020 13.34;19-38888;Sale;1500000;Cash;Crisbar Sukapura
15/12/2020 13.34;4-42303;Sale;1900000;Cash;Crisbar Cisitu
15/12/2020 13.34;36-5736;Sale;4000000;GO FOOD;Crisbar Metro Margahayu
15/12/2020 13.33;43-1918;Sale;3050000;GO FOOD;Crisbar Unjani
15/12/2020 13.33;4-42302;Sale;4200000;Cash;Crisbar Cisitu
15/12/2020 13.31;4-42301;Sale;2350000;GRAB FOOD;Crisbar Cisitu
15/12/2020 13.31;27-8045;Sale;6015900;GRAB FOOD;Crisbar Antapani
15/12/2020 13.30;19-38887;Sale;2050000;Cash;Crisbar Sukapura
15/12/2020 13.30;15-32600;Sale;2000000;GO FOOD;Crisbar Jatinangor
15/12/2020 13.30;23-14707;Sale;6450000;GRAB FOOD;Crisbar Sukabirus
15/12/2020 13.28;33-15913;Sale;2700000;Cash;Crisbar Unjani
15/12/2020 13.27;4-42300;Sale;1950000;Cash;Crisbar Cisitu
15/12/2020 13.27;23-14706;Sale;1350000;Cash;Crisbar Sukabirus
15/12/2020 13.27;15-32599;Sale;3430000;GO FOOD;Crisbar Jatinangor
15/12/2020 13.27;33-15912;Sale;1850000;Cash;Crisbar Unjani
15/12/2020 13.26;33-15911;Sale;4597500;Cash;Crisbar Unjani
15/12/2020 13.24;43-1917;Sale;3300000;GO FOOD;Crisbar Unjani
15/12/2020 13.23;43-1916;Sale;4200000;GO FOOD;Crisbar Unjani
15/12/2020 13.23;19-38886;Sale;2700000;GO FOOD;Crisbar Sukapura
15/12/2020 13.23;36-5735;Sale;2250000;GRAB FOOD;Crisbar Metro Margahayu
15/12/2020 13.22;4-42299;Sale;800000;Cash;Crisbar Cisitu
15/12/2020 13.21;43-1915;Sale;3230000;GRAB FOOD;Crisbar Unjani
15/12/2020 13.20;27-8044;Sale;4300000;Cash;Crisbar Antapani
15/12/2020 13.20;19-38885;Sale;4800000;Cash;Crisbar Sukapura
15/12/2020 13.20;43-1914;Sale;2200000;GO FOOD;Crisbar Unjani
15/12/2020 13.18;33-15910;Sale;3800000;Cash;Crisbar Unjani
15/12/2020 13.18;4-42298;Sale;2450000;GO FOOD;Crisbar Cisitu
15/12/2020 13.18;43-1913;Sale;2200000;GRAB FOOD;Crisbar Unjani
15/12/2020 13.17;15-32598;Sale;1900000;Cash;Crisbar Jatinangor
15/12/2020 13.17;4-42297;Sale;1500000;GOPAY;Crisbar Cisitu
15/12/2020 13.16;29-7340;Sale;7186700;GRAB FOOD;Crisbar Sukajadi
15/12/2020 13.14;27-8043;Sale;3200000;GO FOOD;Crisbar Antapani
15/12/2020 13.14;4-42296;Sale;4764200;GRAB FOOD;Crisbar Cisitu
15/12/2020 13.13;36-5734;Sale;3150000;GO FOOD;Crisbar Metro Margahayu
15/12/2020 13.11;27-8042;Sale;3200000;GO FOOD;Crisbar Antapani
