Date;Receipt number;Receipt type;Total collected;Payment type;Store
24/12/2020 18.25;4-43448;Sale;1850000;Cash;Crisbar Cisitu
24/12/2020 18.24;29-7690;Sale;5350000;GRAB FOOD;Crisbar Sukajadi
24/12/2020 18.19;15-33437;Sale;400000;Cash;Crisbar Jatinangor
24/12/2020 18.09;15-33436;Sale;5680000;GO FOOD;Crisbar Jatinangor
24/12/2020 18.06;43-2554;Sale;4580000;GO FOOD;Crisbar Unjani
24/12/2020 18.06;19-39483;Sale;6400000;GO FOOD;Crisbar Sukapura
24/12/2020 18.05;15-33435;Sale;1900000;Cash;Crisbar Jatinangor
24/12/2020 18.04;43-2553;Sale;3270400;GRAB FOOD;Crisbar Unjani
24/12/2020 18.01;19-39482;Sale;2700000;GO FOOD;Crisbar Sukapura
24/12/2020 17.58;44-1392;Sale;4279700;GRAB FOOD;Crisbar Cisitu
24/12/2020 17.55;27-8408;Sale;1350000;Cash;Crisbar Antapani
24/12/2020 17.55;15-33434;Sale;6702200;GRAB FOOD;Crisbar Jatinangor
24/12/2020 17.53;19-39481;Sale;3280000;GO FOOD;Crisbar Sukapura
24/12/2020 17.46;27-8407;Sale;5350000;GRAB FOOD;Crisbar Antapani
24/12/2020 17.41;43-2552;Sale;3633700;GRAB FOOD;Crisbar Unjani
24/12/2020 17.37;38-5670;Sale;400000;Cash;Crisbar Metro Margahayu
24/12/2020 17.36;38-5669;Sale;1650000;Cash;Crisbar Metro Margahayu
24/12/2020 17.32;43-2551;Sale;10000000;GO FOOD;Crisbar Unjani
24/12/2020 17.32;19-39480;Sale;2100000;Cash;Crisbar Sukapura
24/12/2020 17.30;27-8406;Sale;4845000;GRAB FOOD;Crisbar Antapani
24/12/2020 17.29;27-8405;Sale;2150000;Cash;Crisbar Antapani
24/12/2020 17.28;33-16793;Sale;2350000;Cash;Crisbar Unjani
24/12/2020 17.26;38-5668;Sale;11350000;GOPAY;Crisbar Metro Margahayu
24/12/2020 17.25;15-33433;Sale;3980000;GO FOOD;Crisbar Jatinangor
24/12/2020 17.25;27-8404;Sale;16500000;GRAB FOOD;Crisbar Antapani
24/12/2020 17.24;15-33432;Sale;4764200;GRAB FOOD;Crisbar Jatinangor
24/12/2020 17.23;36-6164;Sale;9180000;GO FOOD;Crisbar Metro Margahayu
24/12/2020 17.19;15-33431;Sale;6800000;GRAB FOOD;Crisbar Jatinangor
24/12/2020 17.18;43-2550;Sale;4180000;GO FOOD;Crisbar Unjani
24/12/2020 17.18;15-33430;Sale;7450000;GO FOOD;Crisbar Jatinangor
24/12/2020 17.17;23-15002;Sale;2650000;GRAB FOOD;Crisbar Sukabirus
24/12/2020 17.08;43-2549;Sale;7400000;GO FOOD;Crisbar Unjani
24/12/2020 17.08;4-43447;Sale;1700000;Cash;Crisbar Cisitu
24/12/2020 17.07;15-33429;Sale;2100000;GRAB FOOD;Crisbar Jatinangor
24/12/2020 17.03;33-16792;Sale;3700000;Cash;Crisbar Unjani
24/12/2020 17.02;33-16791;Sale;4950000;Cash;Crisbar Unjani
24/12/2020 17.00;33-16790;Sale;6150000;Cash;Crisbar Unjani
24/12/2020 17.00;19-39479;Sale;5850000;Cash;Crisbar Sukapura
24/12/2020 16.59;44-1391;Sale;8800000;SHOPEE PAY;Crisbar Cisitu
24/12/2020 16.59;33-16789;Sale;2050000;Cash;Crisbar Unjani
24/12/2020 16.57;27-8403;Sale;5650000;GOPAY;Crisbar Antapani
24/12/2020 16.55;23-15001;Sale;1850000;GRAB FOOD;Crisbar Sukabirus
24/12/2020 16.53;4-43446;Sale;5800000;Cash;Crisbar Cisitu
24/12/2020 16.52;29-7689;Sale;3230000;GRAB FOOD;Crisbar Sukajadi
24/12/2020 16.50;15-33428;Sale;2950000;GRAB FOOD;Crisbar Jatinangor
24/12/2020 16.50;19-39478;Sale;2300000;GO FOOD;Crisbar Sukapura
24/12/2020 16.48;27-8402;Sale;3100000;GO FOOD;Crisbar Antapani
24/12/2020 16.47;44-1390;Sale;7900000;GRAB FOOD;Crisbar Cisitu
24/12/2020 16.46;33-16788;Sale;400000;Cash;Crisbar Unjani
24/12/2020 16.46;15-33427;Sale;7900000;GRAB FOOD;Crisbar Jatinangor
24/12/2020 16.45;33-16787;Sale;8800000;Cash;Crisbar Unjani
24/12/2020 16.44;4-43445;Sale;7700000;Cash;Crisbar Cisitu
24/12/2020 16.44;19-39477;Sale;8130000;GO FOOD;Crisbar Sukapura
24/12/2020 16.43;33-16786;Sale;1550000;SHOPEE PAY;Crisbar Unjani
24/12/2020 16.41;44-1389;Sale;3100000;GO FOOD;Crisbar Cisitu
24/12/2020 16.41;23-15000;Sale;5733200;GRAB FOOD;Crisbar Sukabirus
24/12/2020 16.39;43-2548;Sale;10550000;GRAB FOOD;Crisbar Unjani
24/12/2020 16.38;4-43444;Sale;0;Cash;Crisbar Cisitu
24/12/2020 16.38;36-6163;Sale;2750000;GRAB FOOD;Crisbar Metro Margahayu
24/12/2020 16.38;43-2547;Sale;6783000;GRAB FOOD;Crisbar Unjani
24/12/2020 16.37;4-43443;Sale;4500000;Cash;Crisbar Cisitu
24/12/2020 16.36;44-1388;Sale;3800000;SHOPEE PAY;Crisbar Cisitu
24/12/2020 16.35;33-16785;Sale;13500000;Cash;Crisbar Unjani
24/12/2020 16.33;15-33426;Sale;2450000;GO FOOD;Crisbar Jatinangor
24/12/2020 16.31;33-16784;Sale;1650000;Cash;Crisbar Unjani
24/12/2020 16.30;43-2546;Sale;4450000;GO FOOD;Crisbar Unjani
24/12/2020 16.30;36-6162;Sale;3230000;GRAB FOOD;Crisbar Metro Margahayu
24/12/2020 16.28;23-14999;Sale;4360500;GRAB FOOD;Crisbar Sukabirus
24/12/2020 16.24;27-8401;Sale;5369900;GRAB FOOD;Crisbar Antapani
24/12/2020 16.24;36-6161;Sale;6530000;GO FOOD;Crisbar Metro Margahayu
24/12/2020 16.23;23-14998;Sale;5500000;GO FOOD;Crisbar Sukabirus
24/12/2020 16.22;38-5667;Sale;0;Cash;Crisbar Metro Margahayu
24/12/2020 16.21;27-8400;Sale;2050000;Cash;Crisbar Antapani
24/12/2020 16.20;36-6160;Sale;3880000;GO FOOD;Crisbar Metro Margahayu
24/12/2020 16.17;19-39476;Sale;4500000;Cash;Crisbar Sukapura
24/12/2020 16.13;27-8399;Sale;0;Cash;Crisbar Antapani
24/12/2020 16.13;15-33425;Sale;1950000;Cash;Crisbar Jatinangor
24/12/2020 16.12;33-16783;Sale;51250000;Cash;Crisbar Unjani
24/12/2020 16.12;27-8398;Sale;0;Cash;Crisbar Antapani
24/12/2020 16.11;44-1387;Sale;3200000;GRAB FOOD;Crisbar Cisitu
24/12/2020 16.11;19-39475;Sale;2200000;GO FOOD;Crisbar Sukapura
24/12/2020 16.11;27-8397;Sale;0;Cash;Crisbar Antapani
24/12/2020 16.10;33-16782;Sale;4500000;Cash;Crisbar Unjani
24/12/2020 16.10;4-43442;Sale;6200000;Cash;Crisbar Cisitu
24/12/2020 16.09;15-33424;Sale;1750000;Cash;Crisbar Jatinangor
24/12/2020 16.08;19-39474;Sale;2300000;GOPAY;Crisbar Sukapura
24/12/2020 16.08;44-1386;Sale;2550000;OVO;Crisbar Cisitu
24/12/2020 16.07;33-16781;Sale;4597500;Cash;Crisbar Unjani
24/12/2020 16.05;36-6159;Sale;3633700;GRAB FOOD;Crisbar Metro Margahayu
24/12/2020 16.04;15-33423;Sale;6863700;GRAB FOOD;Crisbar Jatinangor
24/12/2020 16.04;38-5666;Sale;4400000;Cash;Crisbar Metro Margahayu
24/12/2020 16.03;33-16780;Sale;2250000;Cash;Crisbar Unjani
24/12/2020 16.02;15-33422;Sale;2300000;GO FOOD;Crisbar Jatinangor
24/12/2020 15.59;33-16779;Sale;1650000;Cash;Crisbar Unjani
24/12/2020 15.57;33-16778;Sale;5650000;Cash;Crisbar Unjani
24/12/2020 15.56;23-14997;Sale;3200000;GO FOOD;Crisbar Sukabirus
24/12/2020 15.51;33-16777;Sale;4500000;Cash;Crisbar Unjani
24/12/2020 15.51;38-5665;Sale;5597500;Cash;Crisbar Metro Margahayu
24/12/2020 15.49;29-7688;Sale;3351100;GRAB FOOD;Crisbar Sukajadi
24/12/2020 15.48;4-43441;Sale;1550000;Cash;Crisbar Cisitu
24/12/2020 15.47;4-43440;Sale;2050000;SHOPEE PAY;Crisbar Cisitu
24/12/2020 15.46;19-39473;Sale;5780000;GO FOOD;Crisbar Sukapura
24/12/2020 15.46;19-39472;Sale;5400000;GO FOOD;Crisbar Sukapura
24/12/2020 15.43;19-39471;Sale;2600000;GO FOOD;Crisbar Sukapura
24/12/2020 15.42;38-5664;Sale;2300000;Cash;Crisbar Metro Margahayu
24/12/2020 15.40;33-16776;Sale;0;Cash;Crisbar Unjani
24/12/2020 15.34;44-1385;Sale;6080000;GO FOOD;Crisbar Cisitu
24/12/2020 15.32;36-6158;Sale;3593400;GRAB FOOD;Crisbar Metro Margahayu
24/12/2020 15.30;19-39470;Sale;3472200;GRAB FOOD;Crisbar Sukapura
24/12/2020 15.29;44-1384;Sale;3230000;GRAB FOOD;Crisbar Cisitu
24/12/2020 15.27;33-16775;Sale;3100000;Cash;Crisbar Unjani
24/12/2020 15.25;15-33421;Sale;1800000;Cash;Crisbar Jatinangor
24/12/2020 15.22;23-14996;Sale;3750000;GO FOOD;Crisbar Sukabirus
24/12/2020 15.22;23-14995;Sale;1800000;Cash;Crisbar Sukabirus
24/12/2020 15.20;44-1383;Sale;4764200;GRAB FOOD;Crisbar Cisitu
24/12/2020 15.16;33-16774;Sale;3300000;Cash;Crisbar Unjani
24/12/2020 15.12;15-33420;Sale;2750000;GRAB FOOD;Crisbar Jatinangor
24/12/2020 15.11;44-1382;Sale;2250000;GO FOOD;Crisbar Cisitu
24/12/2020 15.03;43-2545;Sale;4764200;GRAB FOOD;Crisbar Unjani
24/12/2020 15.02;4-43439;Sale;1300000;Cash;Crisbar Cisitu
24/12/2020 15.00;43-2544;Sale;4764200;GRAB FOOD;Crisbar Unjani
24/12/2020 14.59;19-39469;Sale;4764200;GRAB FOOD;Crisbar Sukapura
24/12/2020 14.58;27-8396;Sale;8050000;GRAB FOOD;Crisbar Antapani
24/12/2020 14.55;43-2543;Sale;4500000;GO FOOD;Crisbar Unjani
24/12/2020 14.53;4-43438;Sale;800000;GOPAY;Crisbar Cisitu
24/12/2020 14.52;4-43437;Sale;600000;GOPAY;Crisbar Cisitu
24/12/2020 14.49;29-7687;Sale;2450000;GRAB FOOD;Crisbar Sukajadi
24/12/2020 14.49;4-43436;Sale;500000;Cash;Crisbar Cisitu
24/12/2020 14.48;4-43435;Sale;2050000;Cash;Crisbar Cisitu
24/12/2020 14.47;15-33419;Sale;5180000;GO FOOD;Crisbar Jatinangor
24/12/2020 14.42;4-43434;Sale;2000000;Cash;Crisbar Cisitu
24/12/2020 14.41;4-43433;Sale;2000000;Cash;Crisbar Cisitu
24/12/2020 14.40;27-8395;Sale;3350000;GRAB FOOD;Crisbar Antapani
24/12/2020 14.40;33-16773;Sale;0;Cash;Crisbar Unjani
24/12/2020 14.37;19-39468;Sale;1700000;Cash;Crisbar Sukapura
24/12/2020 14.34;19-39467;Sale;4764200;GRAB FOOD;Crisbar Sukapura
24/12/2020 14.33;44-1381;Sale;4764200;GRAB FOOD;Crisbar Cisitu
24/12/2020 14.28;4-43432;Sale;2400000;Cash;Crisbar Cisitu
24/12/2020 14.27;23-14994;Sale;1900000;GOPAY;Crisbar Sukabirus
24/12/2020 14.27;29-7686;Sale;3876000;GRAB FOOD;Crisbar Sukajadi
24/12/2020 14.27;36-6157;Sale;4764200;GRAB FOOD;Crisbar Metro Margahayu
24/12/2020 14.22;33-16772;Sale;3800000;Cash;Crisbar Unjani
24/12/2020 14.22;27-8394;Sale;0;Cash;Crisbar Antapani
24/12/2020 14.21;36-6156;Sale;4764200;GRAB FOOD;Crisbar Metro Margahayu
24/12/2020 14.17;19-39466;Sale;2300000;GRAB FOOD;Crisbar Sukapura
24/12/2020 14.16;36-6155;Sale;5733200;GRAB FOOD;Crisbar Metro Margahayu
24/12/2020 14.16;29-7685;Sale;8200000;GRAB FOOD;Crisbar Sukajadi
24/12/2020 14.15;44-1380;Sale;2650000;GRAB FOOD;Crisbar Cisitu
24/12/2020 14.14;43-2542;Sale;31800000;GRAB FOOD;Crisbar Unjani
24/12/2020 14.13;44-1379;Sale;5006500;GRAB FOOD;Crisbar Cisitu
24/12/2020 14.13;43-2541;Sale;2250000;GRAB FOOD;Crisbar Unjani
24/12/2020 14.09;44-1378;Sale;3633700;GRAB FOOD;Crisbar Cisitu
24/12/2020 14.08;23-14993;Sale;4100000;Cash;Crisbar Sukabirus
24/12/2020 14.06;38-5663;Sale;1650000;Cash;Crisbar Metro Margahayu
24/12/2020 14.06;4-43431;Sale;3400000;Cash;Crisbar Cisitu
24/12/2020 14.02;4-43430;Sale;4000000;Cash;Crisbar Cisitu
24/12/2020 14.01;36-6154;Sale;7348200;GRAB FOOD;Crisbar Metro Margahayu
24/12/2020 13.59;36-6153;Sale;6904100;GRAB FOOD;Crisbar Metro Margahayu
24/12/2020 13.59;4-43429;Sale;3700000;Cash;Crisbar Cisitu
24/12/2020 13.58;27-8393;Sale;2850000;GO FOOD;Crisbar Antapani
24/12/2020 13.56;23-14992;Sale;4764200;GRAB FOOD;Crisbar Sukabirus
24/12/2020 13.55;44-1377;Sale;2300000;GO FOOD;Crisbar Cisitu
24/12/2020 13.55;38-5662;Sale;4700000;Cash;Crisbar Metro Margahayu
24/12/2020 13.55;43-2540;Sale;5650000;GRAB FOOD;Crisbar Unjani
24/12/2020 13.54;44-1376;Sale;6000000;GO FOOD;Crisbar Cisitu
24/12/2020 13.53;44-1375;Sale;6300000;GO FOOD;Crisbar Cisitu
24/12/2020 13.51;43-2539;Sale;4400000;GO FOOD;Crisbar Unjani
24/12/2020 13.50;43-2538;Sale;2600000;GO FOOD;Crisbar Unjani
24/12/2020 13.50;44-1374;Sale;3200000;GO FOOD;Crisbar Cisitu
24/12/2020 13.47;19-39465;Sale;4100000;Cash;Crisbar Sukapura
24/12/2020 13.47;44-1373;Sale;3530000;GO FOOD;Crisbar Cisitu
24/12/2020 13.46;33-16771;Sale;2700000;Cash;Crisbar Unjani
24/12/2020 13.43;15-33418;Sale;3300000;GO FOOD;Crisbar Jatinangor
24/12/2020 13.42;29-7684;Sale;2250000;GRAB FOOD;Crisbar Sukajadi
24/12/2020 13.40;4-43428;Sale;2600000;Cash;Crisbar Cisitu
24/12/2020 13.38;4-43427;Sale;4300000;Cash;Crisbar Cisitu
24/12/2020 13.38;43-2537;Sale;3512600;GRAB FOOD;Crisbar Unjani
24/12/2020 13.34;44-1372;Sale;4000000;GO FOOD;Crisbar Cisitu
24/12/2020 13.33;33-16770;Sale;6000000;Cash;Crisbar Unjani
24/12/2020 13.32;44-1371;Sale;3580000;GO FOOD;Crisbar Cisitu
24/12/2020 13.32;15-33417;Sale;3800000;Cash;Crisbar Jatinangor
24/12/2020 13.31;33-16769;Sale;2100000;Cash;Crisbar Unjani
24/12/2020 13.31;36-6152;Sale;2950000;GRAB FOOD;Crisbar Metro Margahayu
24/12/2020 13.30;4-43426;Sale;750000;Cash;Crisbar Cisitu
24/12/2020 13.29;44-1370;Sale;5780000;GO FOOD;Crisbar Cisitu
24/12/2020 13.28;36-6151;Sale;3600000;GO FOOD;Crisbar Metro Margahayu
24/12/2020 13.27;43-2536;Sale;7106000;GRAB FOOD;Crisbar Unjani
24/12/2020 13.27;44-1369;Sale;3593400;GRAB FOOD;Crisbar Cisitu
24/12/2020 13.26;38-5661;Sale;2300000;Cash;Crisbar Metro Margahayu
24/12/2020 13.25;36-6150;Sale;2600000;GRAB FOOD;Crisbar Metro Margahayu
24/12/2020 13.25;44-1368;Sale;3351100;GRAB FOOD;Crisbar Cisitu
24/12/2020 13.25;29-7683;Sale;2350000;GRAB FOOD;Crisbar Sukajadi
24/12/2020 13.24;19-39464;Sale;4400000;Cash;Crisbar Sukapura
24/12/2020 13.24;29-7682;Sale;5692900;GRAB FOOD;Crisbar Sukajadi
24/12/2020 13.24;44-1367;Sale;5289100;GRAB FOOD;Crisbar Cisitu
24/12/2020 13.23;36-6149;Sale;5350000;GRAB FOOD;Crisbar Metro Margahayu
24/12/2020 13.18;27-8392;Sale;2050000;Cash;Crisbar Antapani
24/12/2020 13.18;36-6148;Sale;4400000;GO FOOD;Crisbar Metro Margahayu
24/12/2020 13.17;19-39463;Sale;3400000;Cash;Crisbar Sukapura
24/12/2020 13.16;15-33416;Sale;3450000;GO FOOD;Crisbar Jatinangor
24/12/2020 13.16;4-43425;Sale;2400000;Cash;Crisbar Cisitu
24/12/2020 13.14;15-33415;Sale;9900000;Cash;Crisbar Jatinangor
24/12/2020 13.12;19-39462;Sale;5250000;Cash;Crisbar Sukapura
24/12/2020 13.12;4-43424;Sale;7000000;Cash;Crisbar Cisitu
24/12/2020 13.12;29-7681;Sale;2700000;Cash;Crisbar Sukajadi
24/12/2020 13.12;33-16768;Sale;7700000;Cash;Crisbar Unjani
24/12/2020 13.10;44-1366;Sale;4200000;GO FOOD;Crisbar Cisitu
24/12/2020 13.09;36-6147;Sale;8200000;GRAB FOOD;Crisbar Metro Margahayu
24/12/2020 13.09;15-33414;Sale;4279700;GRAB FOOD;Crisbar Jatinangor
24/12/2020 13.08;38-5660;Sale;1750000;Cash;Crisbar Metro Margahayu
24/12/2020 13.06;33-16767;Sale;1350000;Cash;Crisbar Unjani
24/12/2020 13.06;27-8391;Sale;1900000;GRAB FOOD;Crisbar Antapani
24/12/2020 13.05;27-8390;Sale;6580000;GO FOOD;Crisbar Antapani
24/12/2020 13.05;19-39461;Sale;3330000;GO FOOD;Crisbar Sukapura
24/12/2020 13.04;33-16766;Sale;1650000;Cash;Crisbar Unjani
24/12/2020 13.03;36-6146;Sale;2100000;GO FOOD;Crisbar Metro Margahayu
24/12/2020 13.03;43-2535;Sale;2100000;GO FOOD;Crisbar Unjani
24/12/2020 13.03;19-39460;Sale;2600000;GO FOOD;Crisbar Sukapura
24/12/2020 13.02;43-2534;Sale;6600000;GO FOOD;Crisbar Unjani
24/12/2020 13.01;44-1365;Sale;4180000;GO FOOD;Crisbar Cisitu
24/12/2020 13.00;36-6145;Sale;5100000;GO FOOD;Crisbar Metro Margahayu
24/12/2020 12.58;4-43423;Sale;4800000;Cash;Crisbar Cisitu
24/12/2020 12.55;4-43422;Sale;4000000;Cash;Crisbar Cisitu
24/12/2020 12.54;19-39459;Sale;4000000;Cash;Crisbar Sukapura
24/12/2020 12.53;38-5659;Sale;1900000;SHOPEE PAY;Crisbar Metro Margahayu
24/12/2020 12.52;29-7680;Sale;3230000;GRAB FOOD;Crisbar Sukajadi
24/12/2020 12.52;44-1364;Sale;1600000;GRAB FOOD;Crisbar Cisitu
24/12/2020 12.52;38-5658;Sale;2300000;Cash;Crisbar Metro Margahayu
24/12/2020 12.48;27-8389;Sale;0;Cash;Crisbar Antapani
24/12/2020 12.48;27-8388;Sale;0;Cash;Crisbar Antapani
24/12/2020 12.47;19-39458;Sale;3800000;Cash;Crisbar Sukapura
24/12/2020 12.47;33-16765;Sale;6000000;Cash;Crisbar Unjani
24/12/2020 12.46;27-8387;Sale;5650000;Cash;Crisbar Antapani
24/12/2020 12.46;38-5657;Sale;1850000;Cash;Crisbar Metro Margahayu
24/12/2020 12.45;43-2533;Sale;3400000;GRAB FOOD;Crisbar Unjani
24/12/2020 12.44;36-6144;Sale;2000000;GRAB FOOD;Crisbar Metro Margahayu
24/12/2020 12.43;44-1363;Sale;1950000;GRAB FOOD;Crisbar Cisitu
24/12/2020 12.42;36-6143;Sale;2600000;GRAB FOOD;Crisbar Metro Margahayu
24/12/2020 12.41;4-43421;Sale;2350000;Cash;Crisbar Cisitu
24/12/2020 12.40;4-43420;Sale;2350000;Cash;Crisbar Cisitu
24/12/2020 12.40;27-8386;Sale;0;Cash;Crisbar Antapani
24/12/2020 12.38;44-1362;Sale;3330000;GO FOOD;Crisbar Cisitu
24/12/2020 12.38;27-8385;Sale;2150000;GRAB FOOD;Crisbar Antapani
24/12/2020 12.35;43-2532;Sale;2400000;GO FOOD;Crisbar Unjani
24/12/2020 12.34;19-39457;Sale;1750000;Cash;Crisbar Sukapura
24/12/2020 12.34;29-7679;Sale;2400000;Cash;Crisbar Sukajadi
24/12/2020 12.34;44-1361;Sale;2100000;GO FOOD;Crisbar Cisitu
24/12/2020 12.34;43-2531;Sale;10550000;GRAB FOOD;Crisbar Unjani
24/12/2020 12.31;27-8384;Sale;5400000;GO FOOD;Crisbar Antapani
24/12/2020 12.29;33-16764;Sale;1350000;Cash;Crisbar Unjani
24/12/2020 12.28;29-7678;Sale;6540700;GRAB FOOD;Crisbar Sukajadi
24/12/2020 12.28;15-33413;Sale;0;Cash;Crisbar Jatinangor
24/12/2020 12.27;33-16763;Sale;1850000;Cash;Crisbar Unjani
24/12/2020 12.26;38-5656;Sale;4500000;SHOPEE PAY;Crisbar Metro Margahayu
24/12/2020 12.25;23-14991;Sale;3050000;GRAB FOOD;Crisbar Sukabirus
24/12/2020 12.25;4-43419;Sale;1750000;Cash;Crisbar Cisitu
24/12/2020 12.24;44-1360;Sale;7800000;GRAB FOOD;Crisbar Cisitu
24/12/2020 12.24;43-2530;Sale;4764200;GRAB FOOD;Crisbar Unjani
24/12/2020 12.23;38-5655;Sale;400000;SHOPEE PAY;Crisbar Metro Margahayu
24/12/2020 12.22;44-1359;Sale;3480000;GO FOOD;Crisbar Cisitu
24/12/2020 12.21;15-33412;Sale;11500000;GRAB FOOD;Crisbar Jatinangor
24/12/2020 12.20;36-6142;Sale;4880000;GO FOOD;Crisbar Metro Margahayu
24/12/2020 12.19;4-43418;Sale;2400000;GOPAY;Crisbar Cisitu
24/12/2020 12.17;23-14990;Sale;1700000;Cash;Crisbar Sukabirus
24/12/2020 12.17;23-14989;Sale;1900000;Cash;Crisbar Sukabirus
24/12/2020 12.17;23-14988;Sale;3400000;Cash;Crisbar Sukabirus
24/12/2020 12.16;38-5654;Sale;4250000;Cash;Crisbar Metro Margahayu
24/12/2020 12.13;15-33411;Sale;5168000;GRAB FOOD;Crisbar Jatinangor
24/12/2020 12.12;36-6141;Sale;5814000;GRAB FOOD;Crisbar Metro Margahayu
24/12/2020 12.12;23-14987;Sale;5410200;GRAB FOOD;Crisbar Sukabirus
24/12/2020 12.11;33-16762;Sale;4000000;Cash;Crisbar Unjani
24/12/2020 12.08;43-2529;Sale;350000;GO FOOD;Crisbar Unjani
24/12/2020 12.06;33-16761;Sale;3900000;Cash;Crisbar Unjani
24/12/2020 12.04;43-2528;Sale;4500000;GO FOOD;Crisbar Unjani
24/12/2020 12.04;36-6140;Sale;3480000;GO FOOD;Crisbar Metro Margahayu
24/12/2020 12.02;43-2527;Sale;14100000;GO FOOD;Crisbar Unjani
24/12/2020 11.58;27-8383;Sale;6730000;GO FOOD;Crisbar Antapani
24/12/2020 11.58;29-7677;Sale;4441200;GRAB FOOD;Crisbar Sukajadi
24/12/2020 11.56;23-14986;Sale;1900000;GO FOOD;Crisbar Sukabirus
24/12/2020 11.54;33-16760;Sale;6300000;Cash;Crisbar Unjani
24/12/2020 11.51;43-2526;Sale;6600000;GO FOOD;Crisbar Unjani
24/12/2020 11.50;44-1358;Sale;3100000;GO FOOD;Crisbar Cisitu
24/12/2020 11.50;23-14985;Sale;4764200;GRAB FOOD;Crisbar Sukabirus
24/12/2020 11.50;19-39456;Sale;7600000;Cash;Crisbar Sukapura
24/12/2020 11.50;44-1357;Sale;3230000;GRAB FOOD;Crisbar Cisitu
24/12/2020 11.49;36-6139;Sale;2900000;GRAB FOOD;Crisbar Metro Margahayu
24/12/2020 11.46;43-2525;Sale;2200000;GOPAY;Crisbar Unjani
24/12/2020 11.45;15-33410;Sale;3900000;Cash;Crisbar Jatinangor
24/12/2020 11.44;27-8382;Sale;3956700;GRAB FOOD;Crisbar Antapani
24/12/2020 11.44;43-2524;Sale;4600000;GOPAY;Crisbar Unjani
24/12/2020 11.44;38-5653;Sale;4400000;Cash;Crisbar Metro Margahayu
24/12/2020 11.43;23-14984;Sale;3000000;GO FOOD;Crisbar Sukabirus
24/12/2020 11.43;36-6138;Sale;3310700;GRAB FOOD;Crisbar Metro Margahayu
24/12/2020 11.41;4-43417;Sale;2600000;Cash;Crisbar Cisitu
24/12/2020 11.40;15-33409;Sale;4764200;GRAB FOOD;Crisbar Jatinangor
24/12/2020 11.39;15-33408;Sale;1900000;SHOPEE PAY;Crisbar Jatinangor
24/12/2020 11.38;38-5652;Sale;1950000;SHOPEE PAY;Crisbar Metro Margahayu
24/12/2020 11.36;19-39455;Sale;4500000;GO FOOD;Crisbar Sukapura
24/12/2020 11.36;36-6137;Sale;3300000;GO FOOD;Crisbar Metro Margahayu
24/12/2020 11.33;36-6136;Sale;7380000;GO FOOD;Crisbar Metro Margahayu
24/12/2020 11.32;15-33407;Sale;4900000;GRAB FOOD;Crisbar Jatinangor
24/12/2020 11.32;29-7676;Sale;7800000;GRAB FOOD;Crisbar Sukajadi
24/12/2020 11.31;43-2523;Sale;3000000;GRAB FOOD;Crisbar Unjani
24/12/2020 11.29;19-39454;Sale;5400000;Cash;Crisbar Sukapura
24/12/2020 11.28;44-1356;Sale;4723900;GRAB FOOD;Crisbar Cisitu
24/12/2020 11.28;15-33406;Sale;2050000;Cash;Crisbar Jatinangor
24/12/2020 11.27;33-16759;Sale;3800000;Cash;Crisbar Unjani
24/12/2020 11.27;44-1355;Sale;1600000;GRAB FOOD;Crisbar Cisitu
24/12/2020 11.26;43-2522;Sale;6984900;GRAB FOOD;Crisbar Unjani
24/12/2020 11.24;43-2521;Sale;8350000;GRAB FOOD;Crisbar Unjani
24/12/2020 11.23;44-1354;Sale;7800000;GRAB FOOD;Crisbar Cisitu
24/12/2020 11.22;43-2520;Sale;2300000;GRAB FOOD;Crisbar Unjani
24/12/2020 11.21;43-2519;Sale;5491000;GRAB FOOD;Crisbar Unjani
24/12/2020 11.21;29-7675;Sale;5900000;GRAB FOOD;Crisbar Sukajadi
24/12/2020 11.20;19-39453;Sale;3200000;GO FOOD;Crisbar Sukapura
24/12/2020 11.18;43-2518;Sale;2650000;GRAB FOOD;Crisbar Unjani
24/12/2020 11.17;29-7674;Sale;4764200;GRAB FOOD;Crisbar Sukajadi
24/12/2020 11.14;36-6135;Sale;3553000;GRAB FOOD;Crisbar Metro Margahayu
24/12/2020 11.14;29-7673;Sale;1650000;Cash;Crisbar Sukajadi
24/12/2020 11.13;33-16758;Sale;1800000;Cash;Crisbar Unjani
24/12/2020 11.13;33-16757;Sale;4500000;Cash;Crisbar Unjani
24/12/2020 11.13;38-5651;Sale;3500000;Cash;Crisbar Metro Margahayu
24/12/2020 11.11;36-6134;Sale;3230000;GRAB FOOD;Crisbar Metro Margahayu
24/12/2020 11.10;15-33405;Sale;2200000;GO FOOD;Crisbar Jatinangor
24/12/2020 11.10;33-16756;Sale;3900000;Cash;Crisbar Unjani
24/12/2020 11.10;29-7672;Sale;7900000;GRAB FOOD;Crisbar Sukajadi
24/12/2020 11.06;27-8381;Sale;3100000;GRAB FOOD;Crisbar Antapani
24/12/2020 11.05;15-33404;Sale;2500000;GO FOOD;Crisbar Jatinangor
24/12/2020 11.03;19-39452;Sale;1800000;Cash;Crisbar Sukapura
24/12/2020 11.02;19-39451;Sale;4000000;Cash;Crisbar Sukapura
24/12/2020 10.59;15-33403;Sale;3300000;GO FOOD;Crisbar Jatinangor
24/12/2020 10.58;44-1353;Sale;4199000;GRAB FOOD;Crisbar Cisitu
24/12/2020 10.56;19-39450;Sale;4050000;GO FOOD;Crisbar Sukapura
